SeqNo,Checking,Duration,CreditHistory,Purpose,CreditAmount,Savings,Employment,InstallmentRate,GenderMarital,OtherDebtors,YearsAtResidence,RealEstate,Age,OtherInstallment,Housing,ExistingCredits,Job,NumLiable,Phone,Foreign,Credit
811,A12,8,Up To Date,business,907,A61,< 1 year,3,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,Good
812,A12,6,Up To Date,radio/television,484,A61,4 - 7 years,3,A94,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,Good
813,A11,36,Critical Account,car (used),9629,A61,4 - 7 years,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,Bad
814,A11,48,Up To Date,domestic appliances,3051,A61,1 - 4 years,3,A93,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,Bad
815,A11,48,Up To Date,car (new),3931,A61,4 - 7 years,4,A93,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,Bad
816,A12,36,Late Payment,car (new),7432,A61,1 - 4 years,2,A92,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,Good
817,A14,6,Up To Date,domestic appliances,1338,A63,1 - 4 years,1,A91,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,Good
818,A14,6,Critical Account,radio/television,1554,A61,4 - 7 years,1,A92,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,Good
819,A11,36,Up To Date,others,15857,A61,unemployed,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,Good
820,A11,18,Up To Date,radio/television,1345,A61,1 - 4 years,4,A94,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,Bad
821,A14,12,Up To Date,car (new),1101,A61,1 - 4 years,3,A94,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,Good
822,A13,12,Up To Date,radio/television,3016,A61,1 - 4 years,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,Good
823,A11,36,Up To Date,furniture/equipment,2712,A61,>= 7 years,2,A93,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,Bad
824,A11,8,Critical Account,car (new),731,A61,>= 7 years,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,Good
825,A14,18,Critical Account,furniture/equipment,3780,A61,< 1 year,3,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,Good
826,A11,21,Critical Account,car (new),1602,A61,>= 7 years,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,Good
827,A11,18,Critical Account,car (new),3966,A61,>= 7 years,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,Bad
828,A14,18,All Paid,business,4165,A61,1 - 4 years,2,A93,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,Bad
829,A11,36,Up To Date,car (used),8335,A65,>= 7 years,3,A93,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,Bad
830,A12,48,Late Payment,business,6681,A65,1 - 4 years,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,Good
831,A14,24,Late Payment,business,2375,A63,1 - 4 years,4,A93,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,Good
832,A11,18,Up To Date,car (new),1216,A61,< 1 year,4,A92,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,Bad
833,A11,45,All Paid,business,11816,A61,>= 7 years,2,A93,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,Bad
834,A12,24,Up To Date,radio/television,5084,A65,>= 7 years,2,A92,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,Good
835,A13,15,Up To Date,radio/television,2327,A61,< 1 year,2,A92,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,Bad
836,A11,12,All Paid,car (new),1082,A61,1 - 4 years,4,A93,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,Bad
837,A14,12,Up To Date,radio/television,886,A65,1 - 4 years,4,A92,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,Good
838,A14,4,Up To Date,furniture/equipment,601,A61,< 1 year,1,A92,A101,3,A121,23,A143,A151,1,A172,2,A191,A201,Good
839,A11,24,Critical Account,car (used),2957,A61,>= 7 years,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,Good
840,A14,24,Critical Account,radio/television,2611,A61,>= 7 years,4,A94,A102,3,A121,46,A143,A152,2,A173,1,A191,A201,Good
841,A11,36,Up To Date,furniture/equipment,5179,A61,4 - 7 years,4,A93,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,Bad
842,A14,21,Late Payment,car (used),2993,A61,1 - 4 years,3,A93,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,Good
843,A14,18,Up To Date,repairs,1943,A61,< 1 year,4,A92,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,Bad
844,A14,24,All Paid This Bank,business,1559,A61,4 - 7 years,4,A93,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,Good
845,A14,18,Up To Date,furniture/equipment,3422,A61,>= 7 years,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,Good
846,A12,21,Up To Date,furniture/equipment,3976,A65,4 - 7 years,2,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,Good
847,A14,18,Up To Date,car (new),6761,A65,1 - 4 years,2,A93,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,Bad
848,A14,24,Up To Date,car (new),1249,A61,< 1 year,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,Good
849,A11,9,Up To Date,radio/television,1364,A61,4 - 7 years,3,A93,A101,4,A121,59,A143,A152,1,A173,1,A191,A201,Good
850,A11,12,Up To Date,radio/television,709,A61,>= 7 years,4,A93,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,Bad
851,A11,20,Critical Account,car (new),2235,A61,1 - 4 years,4,A94,A103,2,A122,33,A141,A151,2,A173,1,A191,A202,Bad
852,A14,24,Critical Account,car (used),4042,A65,4 - 7 years,3,A93,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,Good
853,A14,15,Critical Account,radio/television,1471,A61,1 - 4 years,4,A93,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,Good
854,A11,18,All Paid This Bank,car (new),1442,A61,4 - 7 years,4,A93,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,Bad
855,A14,36,Late Payment,car (new),10875,A61,>= 7 years,2,A93,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,Good
856,A14,24,Up To Date,car (new),1474,A62,< 1 year,4,A94,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,Good
857,A14,10,Up To Date,retraining,894,A65,4 - 7 years,4,A92,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,Good
858,A14,15,Critical Account,furniture/equipment,3343,A61,1 - 4 years,4,A93,A101,2,A124,28,A143,A153,1,A173,1,A192,A201,Good
859,A11,15,Up To Date,car (new),3959,A61,1 - 4 years,3,A92,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,Bad
860,A14,9,Up To Date,car (new),3577,A62,1 - 4 years,1,A93,A103,2,A121,26,A143,A151,1,A173,2,A191,A202,Good
861,A14,24,Critical Account,car (used),5804,A64,1 - 4 years,4,A93,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,Good
862,A14,18,Late Payment,business,2169,A61,1 - 4 years,4,A94,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,Bad
863,A11,24,Up To Date,radio/television,2439,A61,< 1 year,4,A92,A101,4,A121,35,A143,A152,1,A173,1,A192,A201,Bad
864,A14,27,Critical Account,furniture/equipment,4526,A64,< 1 year,4,A93,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,Good
865,A14,10,Up To Date,furniture/equipment,2210,A61,1 - 4 years,2,A93,A101,2,A121,25,A141,A151,1,A172,1,A191,A201,Bad
866,A14,15,Up To Date,furniture/equipment,2221,A63,1 - 4 years,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,Good
867,A11,18,Up To Date,radio/television,2389,A61,< 1 year,4,A92,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,Good
868,A14,12,Critical Account,furniture/equipment,3331,A61,>= 7 years,2,A93,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,Good
869,A14,36,Up To Date,business,7409,A65,>= 7 years,3,A93,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,Good
870,A11,12,Up To Date,furniture/equipment,652,A61,>= 7 years,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,Good
871,A14,36,Late Payment,furniture/equipment,7678,A63,4 - 7 years,2,A92,A101,4,A123,40,A143,A152,2,A173,1,A192,A201,Good
872,A13,6,Critical Account,car (new),1343,A61,>= 7 years,1,A93,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,Good
873,A11,24,Critical Account,business,1382,A62,4 - 7 years,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,Good
874,A14,15,Up To Date,domestic appliances,874,A65,< 1 year,4,A92,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,Good
875,A11,12,Up To Date,furniture/equipment,3590,A61,1 - 4 years,2,A93,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,Good
876,A12,11,Critical Account,car (new),1322,A64,1 - 4 years,4,A92,A101,4,A123,40,A143,A152,2,A173,1,A191,A201,Good
877,A11,18,All Paid This Bank,radio/television,1940,A61,< 1 year,3,A93,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,Good
878,A14,36,Up To Date,radio/television,3595,A61,>= 7 years,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,Good
879,A11,9,Up To Date,car (new),1422,A61,< 1 year,3,A93,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,Bad
880,A14,30,Critical Account,radio/television,6742,A65,4 - 7 years,2,A93,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,Good
881,A14,24,Up To Date,car (used),7814,A61,4 - 7 years,3,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,Good
882,A14,24,Up To Date,car (used),9277,A65,1 - 4 years,2,A91,A101,4,A124,48,A143,A153,1,A173,1,A192,A201,Good
883,A12,30,Critical Account,car (new),2181,A65,>= 7 years,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,Good
884,A14,18,Critical Account,radio/television,1098,A61,unemployed,4,A92,A101,4,A123,65,A143,A152,2,A171,1,A191,A201,Good
885,A12,24,Up To Date,furniture/equipment,4057,A61,4 - 7 years,3,A91,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,Bad
886,A11,12,Up To Date,education,795,A61,< 1 year,4,A92,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,Bad
887,A12,24,Critical Account,business,2825,A65,4 - 7 years,4,A93,A101,3,A124,34,A143,A152,2,A173,2,A192,A201,Good
888,A12,48,Up To Date,business,15672,A61,1 - 4 years,2,A93,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,Bad
889,A14,36,Critical Account,car (new),6614,A61,>= 7 years,4,A93,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,Good
890,A14,28,All Paid This Bank,car (used),7824,A65,< 1 year,3,A93,A103,4,A121,40,A141,A151,2,A173,2,A192,A201,Good
891,A11,27,Critical Account,business,2442,A61,>= 7 years,4,A93,A101,4,A123,43,A142,A152,4,A174,2,A192,A201,Good
892,A14,15,Critical Account,radio/television,1829,A61,>= 7 years,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,Good
893,A11,12,Critical Account,car (new),2171,A61,1 - 4 years,4,A93,A101,4,A122,38,A141,A152,2,A172,1,A191,A202,Good
894,A12,36,Critical Account,car (used),5800,A61,1 - 4 years,3,A93,A101,4,A123,34,A143,A152,2,A173,1,A192,A201,Good
895,A14,18,Critical Account,radio/television,1169,A65,1 - 4 years,4,A93,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,Good
896,A14,36,Late Payment,car (used),8947,A65,4 - 7 years,3,A93,A101,2,A123,31,A142,A152,1,A174,2,A192,A201,Good
897,A11,21,Up To Date,radio/television,2606,A61,< 1 year,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,Good
898,A14,12,Critical Account,furniture/equipment,1592,A64,4 - 7 years,3,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A202,Good
899,A14,15,Up To Date,furniture/equipment,2186,A65,4 - 7 years,1,A92,A101,4,A121,33,A141,A151,1,A172,1,A191,A201,Good
900,A11,18,Up To Date,furniture/equipment,4153,A61,1 - 4 years,2,A93,A102,3,A123,42,A143,A152,1,A173,1,A191,A201,Bad
901,A11,16,Critical Account,car (new),2625,A61,>= 7 years,2,A93,A103,4,A122,43,A141,A151,1,A173,1,A192,A201,Bad
902,A14,20,Critical Account,car (new),3485,A65,< 1 year,2,A91,A101,4,A121,44,A143,A152,2,A173,1,A192,A201,Good
903,A14,36,Critical Account,car (used),10477,A65,>= 7 years,2,A93,A101,4,A124,42,A143,A153,2,A173,1,A191,A201,Good
904,A14,15,Up To Date,radio/television,1386,A65,1 - 4 years,4,A94,A101,2,A121,40,A143,A151,1,A173,1,A192,A201,Good
905,A14,24,Up To Date,radio/television,1278,A61,>= 7 years,4,A93,A101,1,A121,36,A143,A152,1,A174,1,A192,A201,Good
906,A11,12,Up To Date,radio/television,1107,A61,1 - 4 years,2,A93,A101,2,A121,20,A143,A151,1,A174,2,A192,A201,Good
907,A11,21,Up To Date,car (new),3763,A65,4 - 7 years,2,A93,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,Good
908,A12,36,Up To Date,education,3711,A65,1 - 4 years,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,Good
909,A14,15,Late Payment,car (used),3594,A61,< 1 year,1,A92,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,Good
910,A12,9,Up To Date,car (new),3195,A65,1 - 4 years,1,A92,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,Good
911,A14,36,Late Payment,radio/television,4454,A61,1 - 4 years,4,A92,A101,4,A121,34,A143,A152,2,A173,1,A191,A201,Good
912,A12,24,Critical Account,furniture/equipment,4736,A61,< 1 year,2,A92,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,Bad
913,A12,30,Up To Date,radio/television,2991,A65,>= 7 years,2,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,Good
914,A14,11,Up To Date,business,2142,A64,>= 7 years,1,A91,A101,2,A121,28,A143,A152,1,A173,1,A192,A201,Good
915,A11,24,All Paid This Bank,business,3161,A61,1 - 4 years,4,A93,A101,2,A122,31,A143,A151,1,A173,1,A192,A201,Bad
916,A12,48,All Paid,others,18424,A61,1 - 4 years,1,A92,A101,2,A122,32,A141,A152,1,A174,1,A192,A202,Bad
917,A14,10,Up To Date,car (used),2848,A62,1 - 4 years,1,A93,A102,2,A121,32,A143,A152,1,A173,2,A191,A201,Good
918,A11,6,Up To Date,car (new),14896,A61,>= 7 years,1,A93,A101,4,A124,68,A141,A152,1,A174,1,A192,A201,Bad
919,A11,24,Up To Date,furniture/equipment,2359,A62,unemployed,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,Bad
920,A11,24,Up To Date,furniture/equipment,3345,A61,>= 7 years,4,A93,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,Bad
921,A14,18,Critical Account,furniture/equipment,1817,A61,1 - 4 years,4,A92,A101,2,A124,28,A143,A152,2,A173,1,A191,A201,Good
922,A14,48,Late Payment,radio/television,12749,A63,4 - 7 years,4,A93,A101,1,A123,37,A143,A152,1,A174,1,A192,A201,Good
923,A11,9,Up To Date,radio/television,1366,A61,< 1 year,3,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,Bad
924,A12,12,Up To Date,car (new),2002,A61,4 - 7 years,3,A93,A101,4,A122,30,A143,A151,1,A173,2,A192,A201,Good
925,A11,24,All Paid This Bank,furniture/equipment,6872,A61,< 1 year,2,A91,A101,1,A122,55,A141,A152,1,A173,1,A192,A201,Bad
926,A11,12,All Paid This Bank,car (new),697,A61,< 1 year,4,A93,A101,2,A123,46,A141,A152,2,A173,1,A192,A201,Bad
927,A11,18,Critical Account,furniture/equipment,1049,A61,< 1 year,4,A92,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,Good
928,A11,48,Up To Date,car (used),10297,A61,4 - 7 years,4,A93,A101,4,A124,39,A142,A153,3,A173,2,A192,A201,Bad
929,A14,30,Up To Date,radio/television,1867,A65,>= 7 years,4,A93,A101,4,A123,58,A143,A152,1,A173,1,A192,A201,Good
930,A11,12,Late Payment,car (new),1344,A61,1 - 4 years,4,A93,A101,2,A121,43,A143,A152,2,A172,2,A191,A201,Good
931,A11,24,Up To Date,furniture/equipment,1747,A61,< 1 year,4,A93,A102,1,A122,24,A143,A152,1,A172,1,A191,A202,Good
932,A12,9,Up To Date,radio/television,1670,A61,< 1 year,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,Bad
933,A14,9,Critical Account,car (new),1224,A61,1 - 4 years,3,A93,A101,1,A121,30,A143,A152,2,A173,1,A191,A201,Good
934,A14,12,Critical Account,radio/television,522,A63,>= 7 years,4,A93,A101,4,A122,42,A143,A152,2,A173,2,A192,A201,Good
935,A11,12,Up To Date,radio/television,1498,A61,1 - 4 years,4,A92,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,Good
936,A12,30,Late Payment,radio/television,1919,A62,< 1 year,4,A93,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,Bad
937,A13,9,Up To Date,radio/television,745,A61,1 - 4 years,3,A92,A101,2,A121,28,A143,A152,1,A172,1,A191,A201,Bad
938,A12,6,Up To Date,radio/television,2063,A61,< 1 year,4,A94,A101,3,A123,30,A143,A151,1,A174,1,A192,A201,Good
939,A12,60,Up To Date,education,6288,A61,1 - 4 years,4,A93,A101,4,A124,42,A143,A153,1,A173,1,A191,A201,Bad
940,A14,24,Critical Account,car (used),6842,A65,1 - 4 years,2,A93,A101,4,A122,46,A143,A152,2,A174,2,A192,A201,Good
941,A14,12,Up To Date,car (new),3527,A65,< 1 year,2,A93,A101,3,A122,45,A143,A152,1,A174,2,A192,A201,Good
942,A14,10,Up To Date,car (new),1546,A61,1 - 4 years,3,A93,A101,2,A121,31,A143,A152,1,A172,2,A191,A202,Good
943,A14,24,Up To Date,furniture/equipment,929,A65,4 - 7 years,4,A93,A101,2,A123,31,A142,A152,1,A173,1,A192,A201,Good
944,A14,4,Critical Account,car (new),1455,A61,4 - 7 years,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,Good
945,A11,15,Up To Date,furniture/equipment,1845,A61,< 1 year,4,A92,A103,1,A122,46,A143,A151,1,A173,1,A191,A201,Good
946,A12,48,All Paid,car (new),8358,A63,< 1 year,1,A92,A101,1,A123,30,A143,A152,2,A173,1,A191,A201,Good
947,A11,24,All Paid This Bank,furniture/equipment,3349,A63,< 1 year,4,A93,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,Bad
948,A14,12,Up To Date,car (new),2859,A65,unemployed,4,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,Good
949,A14,18,Up To Date,furniture/equipment,1533,A61,< 1 year,4,A94,A102,1,A122,43,A143,A152,1,A172,2,A191,A201,Bad
950,A14,24,Up To Date,radio/television,3621,A62,>= 7 years,2,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,Bad
951,A12,18,Critical Account,business,3590,A61,unemployed,3,A94,A101,3,A123,40,A143,A152,3,A171,2,A192,A201,Good
952,A11,36,Late Payment,business,2145,A61,4 - 7 years,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,Bad
953,A12,24,Up To Date,car (used),4113,A63,< 1 year,3,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,Bad
954,A14,36,Up To Date,furniture/equipment,10974,A61,unemployed,4,A92,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,Bad
955,A11,12,Up To Date,car (new),1893,A61,1 - 4 years,4,A92,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,Good
956,A11,24,Critical Account,radio/television,1231,A64,>= 7 years,4,A92,A101,4,A122,57,A143,A151,2,A174,1,A192,A201,Good
957,A13,30,Critical Account,radio/television,3656,A65,>= 7 years,4,A93,A101,4,A122,49,A142,A152,2,A172,1,A191,A201,Good
958,A12,9,Critical Account,radio/television,1154,A61,>= 7 years,2,A93,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,Good
959,A11,28,Up To Date,car (new),4006,A61,1 - 4 years,3,A93,A101,2,A123,45,A143,A152,1,A172,1,A191,A201,Bad
960,A12,24,Up To Date,furniture/equipment,3069,A62,>= 7 years,4,A93,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,Good
961,A14,6,Critical Account,radio/television,1740,A61,>= 7 years,2,A94,A101,2,A121,30,A143,A151,2,A173,1,A191,A201,Good
962,A12,21,Late Payment,car (new),2353,A61,1 - 4 years,1,A91,A101,4,A122,47,A143,A152,2,A173,1,A191,A201,Good
963,A14,15,Up To Date,car (new),3556,A65,1 - 4 years,3,A93,A101,2,A124,29,A143,A152,1,A173,1,A191,A201,Good
964,A14,24,Up To Date,radio/television,2397,A63,>= 7 years,3,A93,A101,2,A123,35,A141,A152,2,A173,1,A192,A201,Bad
965,A12,6,Up To Date,repairs,454,A61,< 1 year,3,A94,A101,1,A122,22,A143,A152,1,A172,1,A191,A201,Good
966,A12,30,Up To Date,radio/television,1715,A65,1 - 4 years,4,A92,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,Good
967,A12,27,Critical Account,radio/television,2520,A63,1 - 4 years,4,A93,A101,2,A122,23,A143,A152,2,A172,1,A191,A201,Bad
968,A14,15,Up To Date,radio/television,3568,A61,>= 7 years,4,A92,A101,2,A123,54,A141,A151,1,A174,1,A192,A201,Good
969,A14,42,Up To Date,radio/television,7166,A65,4 - 7 years,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,Good
970,A11,11,Critical Account,car (new),3939,A61,1 - 4 years,1,A93,A101,2,A121,40,A143,A152,2,A172,2,A191,A201,Good
971,A12,15,Up To Date,repairs,1514,A62,1 - 4 years,4,A93,A103,2,A121,22,A143,A152,1,A173,1,A191,A201,Good
972,A14,24,Up To Date,car (new),7393,A61,1 - 4 years,1,A93,A101,4,A122,43,A143,A152,1,A172,2,A191,A201,Good
973,A11,24,All Paid This Bank,car (new),1193,A61,unemployed,1,A92,A102,4,A124,29,A143,A151,2,A171,1,A191,A201,Bad
974,A11,60,Up To Date,business,7297,A61,>= 7 years,4,A93,A102,4,A124,36,A143,A151,1,A173,1,A191,A201,Bad
975,A14,30,Critical Account,radio/television,2831,A61,1 - 4 years,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,Good
976,A13,24,Up To Date,radio/television,1258,A63,1 - 4 years,3,A92,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,Good
977,A12,6,Up To Date,radio/television,753,A61,1 - 4 years,2,A92,A103,3,A121,64,A143,A152,1,A173,1,A191,A201,Good
978,A12,18,Late Payment,business,2427,A65,>= 7 years,4,A93,A101,2,A122,42,A143,A152,2,A173,1,A191,A201,Good
979,A14,24,Late Payment,car (new),2538,A61,>= 7 years,4,A93,A101,4,A123,47,A143,A152,2,A172,2,A191,A201,Bad
980,A12,15,All Paid This Bank,car (new),1264,A62,1 - 4 years,2,A94,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,Bad
981,A12,30,Critical Account,furniture/equipment,8386,A61,4 - 7 years,2,A93,A101,2,A122,49,A143,A152,1,A173,1,A191,A201,Bad
982,A14,48,Up To Date,business,4844,A61,unemployed,3,A93,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,Bad
983,A13,21,Up To Date,car (new),2923,A62,1 - 4 years,1,A92,A101,1,A123,28,A141,A152,1,A174,1,A192,A201,Good
984,A11,36,Up To Date,car (used),8229,A61,1 - 4 years,2,A93,A101,2,A122,26,A143,A152,1,A173,2,A191,A201,Bad
985,A14,24,Critical Account,furniture/equipment,2028,A61,4 - 7 years,2,A93,A101,2,A122,30,A143,A152,2,A172,1,A191,A201,Good
986,A11,15,Critical Account,furniture/equipment,1433,A61,1 - 4 years,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,Good
987,A13,42,All Paid,business,6289,A61,< 1 year,2,A91,A101,1,A122,33,A143,A152,2,A173,1,A191,A201,Good
988,A14,13,Up To Date,radio/television,1409,A62,unemployed,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,Good
989,A11,24,Up To Date,car (used),6579,A61,unemployed,4,A93,A101,2,A124,29,A143,A153,1,A174,1,A192,A201,Good
990,A12,24,Critical Account,radio/television,1743,A61,>= 7 years,4,A93,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,Good
991,A14,12,Critical Account,education,3565,A65,< 1 year,2,A93,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,Good
992,A14,15,All Paid This Bank,radio/television,1569,A62,>= 7 years,4,A93,A101,4,A123,34,A141,A152,1,A172,2,A191,A201,Good
993,A11,18,Up To Date,radio/television,1936,A65,4 - 7 years,2,A94,A101,4,A123,23,A143,A151,2,A172,1,A191,A201,Good
994,A11,36,Up To Date,furniture/equipment,3959,A61,unemployed,4,A93,A101,3,A122,30,A143,A152,1,A174,1,A192,A201,Good
995,A14,12,Up To Date,car (new),2390,A65,>= 7 years,4,A93,A101,3,A123,50,A143,A152,1,A173,1,A192,A201,Good
996,A14,12,Up To Date,furniture/equipment,1736,A61,4 - 7 years,3,A92,A101,4,A121,31,A143,A152,1,A172,1,A191,A201,Good
997,A11,30,Up To Date,car (used),3857,A61,1 - 4 years,4,A91,A101,4,A122,40,A143,A152,1,A174,1,A192,A201,Good
998,A14,12,Up To Date,radio/television,804,A61,>= 7 years,4,A93,A101,4,A123,38,A143,A152,1,A173,1,A191,A201,Good
999,A11,45,Up To Date,radio/television,1845,A61,1 - 4 years,4,A93,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,Bad
1000,A12,45,Critical Account,car (used),4576,A62,unemployed,3,A93,A101,4,A123,27,A143,A152,1,A173,1,A191,A201,Good
