Player,Slots,BJ,Craps,Bac,Bingo,Poker,Other,Total Spend,Gender,Age
Player 526,596,0,0,0,0,0,0,596,Male,43
Player 527,423,333,224,78,0,133,452,1642,Male,25
Player 528,57,0,0,0,0,0,0,57,Male,29
Player 529,71,30,23,9,0,5,38,176,Female,42
Player 530,0,0,0,0,0,0,571,571,Female,36
Player 531,160,0,0,0,95,0,0,256,Female,57
Player 532,1574,5221,6869,904,0,0,0,14568,Female,40
Player 533,298,0,0,0,0,0,0,298,Male,46
Player 534,600,259,268,106,0,265,671,2168,Male,35
Player 535,154,0,0,0,60,0,0,214,Female,67
Player 536,80,39,21,11,0,25,31,206,Female,69
Player 537,67,36,25,9,0,16,58,212,Female,47
Player 538,648,0,0,0,0,0,0,648,Male,39
Player 539,117,0,0,0,0,0,0,117,Female,70
Player 540,661,456,221,76,0,231,320,1966,Male,29
Player 541,668,221,63,80,0,235,511,1778,Male,41
Player 542,684,137,208,71,0,181,645,1925,Male,67
Player 543,426,0,0,0,0,0,0,426,Female,50
Player 544,59,28,26,9,0,15,63,200,Female,31
Player 545,85,20,16,8,0,18,21,167,Female,69
Player 546,73,48,26,6,0,24,75,253,Male,29
Player 547,924,441,228,127,0,228,480,2428,Female,65
Player 548,617,0,0,0,0,0,0,617,Female,34
Player 549,48,32,18,7,0,20,39,165,Female,29
Player 550,94,19,23,13,0,26,27,201,Female,30
Player 551,65,37,5,22,0,23,40,192,Male,52
Player 552,488,0,0,0,0,0,0,488,Male,46
Player 553,106,43,16,6,0,24,45,240,Male,39
Player 554,82,36,18,13,0,23,44,217,Female,50
Player 555,79,21,24,11,0,24,9,169,Female,37
Player 556,0,0,503,0,0,0,0,503,Male,65
Player 557,65,31,22,14,0,12,65,208,Female,51
Player 558,628,0,0,0,0,0,0,628,Male,27
Player 559,76,27,13,9,0,22,64,211,Male,63
Player 560,1069,3446,4809,1155,0,0,0,10478,Female,24
Player 561,64,25,23,11,0,14,53,191,Female,30
Player 562,68,42,24,11,0,16,47,208,Male,23
Player 563,348,0,0,0,71,0,0,419,Female,28
Player 564,75,22,19,10,0,14,35,175,Female,61
Player 565,729,334,174,126,0,243,278,1884,Female,30
Player 566,622,454,252,120,0,180,464,2092,Female,21
Player 567,79,32,14,11,0,12,40,188,Male,24
Player 568,516,262,250,120,0,99,350,1597,Male,30
Player 569,417,0,0,0,0,0,0,417,Female,23
Player 570,404,192,261,141,0,185,576,1759,Male,52
Player 571,619,264,155,128,0,182,578,1925,Female,38
Player 572,576,0,0,0,109,0,0,685,Female,67
Player 573,921,373,125,120,0,254,688,2479,Female,28
Player 574,621,403,182,29,0,193,610,2038,Male,60
Player 575,64,30,15,9,0,16,39,173,Male,58
Player 576,808,2733,3679,676,0,0,0,7895,Male,38
Player 577,416,0,0,0,0,0,0,416,Female,22
Player 578,70,35,29,12,0,18,39,203,Female,67
Player 579,47,0,0,0,0,0,0,47,Female,27
Player 580,1502,3804,6031,785,0,0,0,12122,Female,44
Player 581,944,2369,4544,1010,0,0,0,8867,Female,30
Player 582,0,0,0,0,0,0,521,521,Female,28
Player 583,640,379,195,99,0,189,544,2046,Male,41
Player 584,0,0,519,0,0,0,0,519,Male,48
Player 585,495,273,253,95,0,167,475,1759,Female,70
Player 586,80,27,20,9,0,19,57,211,Female,44
Player 587,50,47,14,13,0,19,49,192,Male,48
Player 588,46,50,29,17,0,6,90,239,Male,22
Player 589,722,0,0,0,0,0,0,722,Male,64
Player 590,430,0,0,0,119,0,0,549,Female,21
Player 591,66,44,9,11,0,7,47,185,Male,45
Player 592,892,343,182,78,0,230,636,2362,Male,59
Player 593,584,325,195,106,0,160,418,1788,Male,62
Player 594,480,0,0,0,0,0,0,480,Male,30
Player 595,30,30,26,13,0,27,55,182,Male,33
Player 596,66,0,0,0,0,0,0,66,Female,30
Player 597,84,20,25,13,0,12,61,216,Female,46
Player 598,220,381,140,58,0,224,574,1597,Female,37
Player 599,31,0,0,0,0,0,0,31,Male,33
Player 600,534,3653,5716,882,0,0,0,10784,Male,36
Player 601,311,270,221,122,0,253,287,1463,Female,54
Player 602,1176,3380,3317,1409,0,0,0,9282,Female,61
Player 603,786,4462,4256,1049,0,0,0,10553,Male,59
Player 604,93,0,0,0,79,0,0,171,Female,67
Player 605,722,236,205,78,0,120,545,1906,Female,47
Player 606,115,32,16,10,0,19,33,225,Male,30
Player 607,0,0,0,0,0,0,583,583,Male,46
Player 608,367,0,0,0,76,0,0,442,Female,42
Player 609,48,0,25,12,0,21,64,169,Male,64
Player 610,0,0,0,0,0,568,0,568,Female,54
Player 611,84,29,19,7,0,20,46,204,Female,57
Player 612,322,0,0,0,132,0,0,454,Female,69
Player 613,86,0,0,0,0,0,0,86,Female,68
Player 614,1496,5898,4272,940,0,0,0,12606,Male,23
Player 615,893,354,115,129,0,149,440,2080,Female,63
Player 616,108,0,0,0,0,0,0,108,Male,53
Player 617,80,37,27,10,0,18,33,206,Female,34
Player 618,810,216,242,89,0,269,672,2298,Female,62
Player 619,807,337,212,104,0,284,506,2250,Male,54
Player 620,99,33,28,4,0,17,40,221,Male,54
Player 621,0,530,0,0,0,0,0,530,Male,49
Player 622,470,0,0,0,0,0,0,470,Female,33
Player 623,94,30,23,10,0,20,55,232,Female,50
Player 624,66,0,0,0,0,0,0,66,Male,43
Player 625,490,225,93,72,0,249,534,1663,Male,39
Player 626,424,0,0,0,80,0,0,505,Female,63
Player 627,435,0,0,0,0,0,0,435,Male,66
Player 628,0,366,0,0,0,0,0,366,Female,52
Player 629,0,0,0,0,0,0,419,419,Male,24
Player 630,73,41,23,8,0,18,50,213,Male,29
Player 631,110,0,0,0,0,0,0,110,Female,38
Player 632,543,0,0,0,164,0,0,708,Male,29
Player 633,761,457,128,161,0,226,591,2323,Male,35
Player 634,456,0,0,0,132,0,0,588,Male,49
Player 635,118,0,0,0,0,0,0,118,Female,27
Player 636,0,0,557,0,0,0,0,557,Female,21
Player 637,67,25,17,6,0,28,88,232,Female,35
Player 638,51,39,24,11,0,15,28,167,Female,52
Player 639,70,0,0,0,0,0,0,70,Female,44
Player 640,149,0,0,0,0,0,0,149,Male,38
Player 641,176,0,0,0,0,0,0,176,Male,46
Player 642,0,0,0,0,0,581,0,581,Female,23
Player 643,72,37,23,12,0,9,43,195,Female,36
Player 644,667,342,178,90,0,251,399,1926,Male,34
Player 645,577,222,277,75,0,263,469,1883,Male,60
Player 646,33,15,32,9,0,19,83,191,Female,44
Player 647,0,0,0,0,0,0,341,341,Male,52
Player 648,1138,5455,2667,1199,0,0,0,10459,Female,39
Player 649,231,0,0,0,109,0,0,340,Male,39
Player 650,53,49,18,12,0,10,46,188,Male,60
Player 651,123,0,0,0,0,0,0,123,Male,26
Player 652,338,0,0,0,107,0,0,445,Female,60
Player 653,66,15,20,9,0,16,38,164,Male,39
Player 654,267,0,0,0,100,0,0,366,Male,52
Player 655,99,0,0,0,0,0,0,99,Male,25
Player 656,76,30,22,6,0,24,67,225,Male,69
Player 657,261,0,0,0,131,0,0,392,Female,59
Player 658,54,20,17,8,0,19,48,165,Female,54
Player 659,69,28,33,14,0,20,65,229,Female,48
Player 660,0,0,0,0,0,0,366,366,Male,27
Player 661,600,358,259,133,0,231,597,2178,Female,34
Player 662,57,25,25,10,0,13,72,202,Female,50
Player 663,1104,417,198,120,0,311,558,2709,Female,58
Player 664,398,0,0,0,92,0,0,490,Male,59
Player 665,92,28,19,16,0,19,63,238,Female,45
Player 666,212,0,0,0,5,0,0,217,Female,23
Player 667,84,44,23,13,0,24,73,261,Female,30
Player 668,599,171,189,130,0,210,309,1608,Male,57
Player 669,878,312,177,89,0,320,542,2318,Female,38
Player 670,60,28,18,5,0,14,45,171,Male,40
Player 671,699,278,234,98,0,222,606,2138,Male,56
Player 672,0,464,0,0,0,0,0,464,Female,65
Player 673,180,327,181,89,0,210,432,1418,Female,28
Player 674,40,40,22,11,0,18,34,164,Female,38
Player 675,87,0,0,0,0,0,0,87,Male,31
Player 676,0,260,0,0,0,0,0,260,Male,51
Player 677,44,33,27,10,0,23,45,182,Male,69
Player 678,502,0,0,0,103,0,0,605,Female,41
Player 679,60,19,23,10,0,11,65,188,Female,51
Player 680,738,2582,1575,1035,0,0,0,5930,Female,64
Player 681,50,26,18,14,0,6,18,131,Female,49
Player 682,1003,374,199,123,0,279,528,2506,Male,54
Player 683,533,162,243,99,0,245,387,1669,Male,56
Player 684,53,30,26,8,0,29,65,210,Female,31
Player 685,0,0,0,0,0,0,531,531,Female,43
Player 686,56,32,12,8,0,13,75,197,Male,67
Player 687,1203,6245,6142,740,0,0,0,14330,Female,40
Player 688,0,743,0,0,0,0,0,743,Male,69
Player 689,77,26,23,10,0,27,42,205,Male,26
Player 690,98,25,19,12,0,23,63,239,Male,43
Player 691,0,0,287,0,0,0,0,287,Male,55
Player 692,71,0,0,0,0,0,0,71,Female,34
Player 693,97,22,14,15,0,24,28,201,Male,67
Player 694,586,447,282,137,0,182,623,2257,Female,38
Player 695,0,0,600,0,0,0,0,600,Female,48
Player 696,413,0,0,0,93,0,0,506,Male,55
Player 697,581,161,192,81,0,223,764,2003,Male,43
Player 698,91,29,19,12,0,31,71,252,Male,56
Player 699,955,267,210,66,0,189,645,2332,Female,44
Player 700,226,0,0,0,124,0,0,350,Male,62
Player 701,0,0,0,0,0,0,484,484,Female,36
Player 702,92,0,0,0,0,0,0,92,Female,39
Player 703,0,0,0,0,0,0,664,664,Male,60
Player 704,439,0,0,0,0,0,0,439,Male,56
Player 705,947,376,92,74,0,297,499,2285,Female,46
Player 706,912,452,153,113,0,269,621,2521,Male,46
Player 707,573,0,0,0,0,0,0,573,Female,55
Player 708,103,0,0,0,0,0,0,103,Male,66
Player 709,313,0,0,0,67,0,0,380,Female,47
Player 710,87,33,17,9,0,23,60,229,Male,62
Player 711,444,0,0,0,0,0,0,444,Female,35
Player 712,84,24,24,18,0,25,50,224,Male,25
Player 713,93,0,0,0,0,0,0,93,Female,70
Player 714,87,0,0,0,0,0,0,87,Female,47
Player 715,41,0,0,0,0,0,0,41,Male,23
Player 716,82,0,0,0,0,0,0,82,Male,43
Player 717,83,0,0,0,0,0,0,83,Female,65
Player 718,0,0,0,0,0,0,547,547,Male,23
Player 719,99,0,0,0,0,0,0,99,Male,68
Player 720,86,0,0,0,0,0,0,86,Female,54
Player 721,1141,6665,5133,1456,0,0,0,14394,Male,22
Player 722,80,15,22,5,0,21,63,208,Male,61
Player 723,70,0,0,0,0,0,0,70,Female,48
Player 724,546,358,257,71,0,176,252,1660,Male,48
Player 725,98,23,10,13,0,17,37,198,Female,37
Player 726,57,7,17,13,0,20,54,169,Female,68
Player 727,305,0,0,0,17,0,0,322,Female,31
Player 728,68,18,25,15,0,13,66,205,Female,56
Player 729,501,0,0,0,59,0,0,561,Female,25
Player 730,994,138,228,93,0,207,553,2213,Male,48
Player 731,698,276,55,99,0,232,395,1754,Female,51
Player 732,69,33,17,5,0,9,74,205,Female,45
Player 733,392,0,0,0,119,0,0,511,Female,55
Player 734,68,25,21,9,0,23,24,170,Female,63
Player 735,76,0,0,0,0,0,0,76,Male,64
Player 736,50,36,22,10,0,13,40,170,Female,38
Player 737,60,13,7,11,0,9,62,162,Male,28
Player 738,71,16,25,16,0,26,47,202,Female,70
Player 739,62,27,19,13,0,22,53,196,Male,28
Player 740,129,0,0,0,0,0,0,129,Male,44
Player 741,720,0,0,0,0,0,0,720,Male,31
Player 742,1271,4304,4326,1328,0,0,0,11229,Male,24
Player 743,945,245,194,135,0,126,416,2060,Female,36
Player 744,861,287,225,83,0,155,729,2340,Female,31
Player 745,52,0,0,0,0,0,0,52,Female,30
Player 746,777,5077,4118,1252,0,0,0,11224,Male,62
Player 747,0,0,346,0,0,0,0,346,Female,40
Player 748,142,0,0,0,95,0,0,236,Male,52
Player 749,61,40,25,10,0,16,47,201,Male,68
Player 750,101,29,18,13,0,5,40,204,Male,54
Player 751,75,29,15,8,0,14,59,199,Female,31
Player 752,118,0,0,0,0,0,0,118,Male,63
Player 753,408,0,0,0,119,0,0,527,Male,62
Player 754,1272,4183,4292,1350,0,0,0,11097,Male,33
Player 755,527,282,148,115,0,122,720,1914,Female,21
Player 756,477,0,0,0,117,0,0,594,Female,32
Player 757,90,0,0,0,0,0,0,90,Male,60
Player 758,0,0,0,377,0,0,0,377,Female,63
Player 759,85,34,22,7,0,18,47,214,Male,27
Player 760,65,36,36,12,0,23,45,215,Female,60
Player 761,147,0,0,0,0,0,0,147,Female,36
Player 762,50,24,14,11,0,8,72,178,Female,30
Player 763,94,0,0,0,0,0,0,94,Male,47
Player 764,71,27,21,8,0,20,54,201,Female,41
Player 765,295,0,0,0,68,0,0,363,Female,59
Player 766,525,0,0,0,91,0,0,616,Male,29
Player 767,91,28,12,8,0,25,75,238,Male,65
Player 768,126,0,0,0,0,0,0,126,Female,44
Player 769,0,394,0,0,0,0,0,394,Male,65
Player 770,836,2635,4659,1610,0,0,0,9741,Female,40
Player 771,0,0,0,0,0,0,314,314,Male,51
Player 772,548,0,0,0,0,0,0,548,Female,28
Player 773,447,334,246,40,0,86,425,1577,Male,34
Player 774,47,33,21,6,0,14,48,169,Female,26
Player 775,92,32,17,10,0,21,21,192,Male,50
Player 776,126,0,0,0,0,0,0,126,Male,36
Player 777,146,0,0,0,0,0,0,146,Female,51
Player 778,69,37,24,11,0,27,45,213,Female,53
Player 779,496,0,0,0,0,0,0,496,Female,25
Player 780,828,4913,2045,505,0,0,0,8292,Female,25
Player 781,506,0,0,0,133,0,0,639,Male,30
Player 782,282,0,0,0,142,0,0,424,Male,38
Player 783,386,280,165,86,0,108,581,1607,Male,41
Player 784,46,28,34,10,0,21,79,218,Male,25
Player 785,0,0,0,0,0,0,590,590,Male,68
Player 786,1059,216,160,110,0,209,403,2158,Male,53
Player 787,95,23,12,12,0,32,53,227,Male,29
Player 788,471,0,0,0,0,0,0,471,Male,27
Player 789,651,195,162,93,0,223,634,1958,Female,47
Player 790,378,0,0,0,112,0,0,490,Male,45
Player 791,0,0,0,0,0,0,398,398,Female,28
Player 792,383,0,0,0,122,0,0,505,Male,55
Player 793,76,0,0,0,0,0,0,76,Male,63
Player 794,0,0,0,0,0,508,0,508,Male,57
Player 795,471,0,0,0,106,0,0,577,Male,47
Player 796,0,0,0,791,0,0,0,791,Female,62
Player 797,123,0,0,0,0,0,0,123,Male,30
Player 798,0,300,0,0,0,0,0,300,Female,57
Player 799,111,0,0,0,0,0,0,111,Female,66
Player 800,57,31,25,12,0,7,56,188,Male,49
Player 801,77,27,18,12,0,23,54,210,Male,57
Player 802,62,37,13,12,0,14,6,144,Male,35
Player 803,96,37,5,10,0,18,12,177,Male,26
Player 804,601,180,206,120,0,139,441,1687,Female,46
Player 805,76,0,0,0,0,0,0,76,Male,66
Player 806,715,471,145,86,0,135,277,1830,Female,51
Player 807,0,0,420,0,0,0,0,420,Female,33
Player 808,553,275,214,117,0,196,619,1974,Male,31
Player 809,186,401,125,109,0,185,890,1896,Female,34
Player 810,78,40,24,11,0,6,42,200,Female,61
Player 811,130,0,0,0,0,0,0,130,Male,33
Player 812,745,339,182,63,0,258,618,2206,Male,36
Player 813,81,0,0,0,0,0,0,81,Male,63
Player 814,115,0,0,0,0,0,0,115,Male,23
Player 815,80,37,20,11,0,21,64,232,Male,61
Player 816,74,30,27,6,0,19,43,198,Female,51
Player 817,107,38,30,5,0,20,61,261,Female,48
Player 818,116,0,0,0,0,0,0,116,Female,42
Player 819,466,469,193,140,0,220,834,2323,Male,61
Player 820,0,0,692,0,0,0,0,692,Female,29
Player 821,359,0,0,0,84,0,0,443,Female,64
Player 822,0,0,0,0,0,0,459,459,Female,60
Player 823,1037,5467,4874,1238,0,0,0,12616,Female,51
Player 824,643,268,307,77,0,280,551,2125,Male,51
Player 825,0,0,0,0,0,503,0,503,Female,33
Player 826,74,47,11,12,0,9,65,218,Female,24
Player 827,333,0,0,0,63,0,0,396,Male,45
Player 828,505,0,0,0,86,0,0,591,Male,49
Player 829,480,0,0,0,0,0,0,480,Male,23
Player 830,605,302,232,137,0,166,168,1610,Male,52
Player 831,0,0,543,0,0,0,0,543,Female,43
Player 832,91,50,14,6,0,13,70,244,Female,64
Player 833,72,0,0,0,0,0,0,72,Female,33
Player 834,51,28,14,8,0,8,68,176,Female,50
Player 835,0,0,0,0,0,473,0,473,Male,59
Player 836,40,24,21,11,0,33,52,182,Female,70
Player 837,65,35,23,14,0,23,58,217,Female,67
Player 838,1310,2823,3005,861,0,0,0,7999,Male,41
Player 839,673,382,244,115,0,177,605,2196,Male,31
Player 840,81,0,0,0,0,0,0,81,Male,43
Player 841,0,0,390,0,0,0,0,390,Female,23
Player 842,1025,398,217,75,0,175,461,2351,Female,30
Player 843,71,33,21,11,0,27,43,206,Female,27
Player 844,0,0,0,597,0,0,0,597,Male,24
Player 845,121,0,0,0,0,0,0,121,Male,70
Player 846,250,0,0,0,0,0,0,250,Male,68
Player 847,172,0,0,0,62,0,0,234,Female,25
Player 848,0,0,0,0,0,0,380,380,Male,23
Player 849,0,0,552,0,0,0,0,552,Female,56
Player 850,32,420,194,59,0,157,389,1251,Female,24
Player 851,141,0,0,0,0,0,0,141,Male,38
Player 852,54,21,17,10,0,15,70,187,Male,58
Player 853,825,320,126,104,0,213,336,1923,Male,22
Player 854,73,41,15,14,0,15,44,201,Male,42
Player 855,593,0,0,0,0,0,0,593,Female,69
Player 856,195,219,14,137,0,248,709,1522,Male,61
Player 857,60,48,22,12,0,23,51,216,Male,56
Player 858,159,0,0,0,108,0,0,268,Female,63
Player 859,662,0,0,0,0,0,0,662,Male,68
Player 860,88,39,26,10,0,21,62,245,Male,49
Player 861,61,26,30,5,0,37,58,216,Female,33
Player 862,94,31,16,9,0,13,55,219,Female,47
Player 863,121,0,0,0,0,0,0,121,Male,41
Player 864,79,29,14,14,0,18,64,217,Female,53
Player 865,602,269,243,125,0,226,637,2101,Male,62
Player 866,290,0,0,0,0,0,0,290,Female,44
Player 867,473,0,0,0,125,0,0,598,Female,57
Player 868,789,184,219,117,0,284,201,1795,Male,42
Player 869,125,35,18,10,0,25,35,248,Male,68
Player 870,67,35,19,8,0,23,54,207,Female,62
Player 871,313,0,0,0,72,0,0,384,Female,46
Player 872,46,0,0,0,0,0,0,46,Male,69
Player 873,313,0,0,0,74,0,0,387,Male,49
Player 874,0,0,327,0,0,0,0,327,Male,55
Player 875,101,30,22,7,0,25,79,265,Male,30
Player 876,827,141,242,73,0,240,239,1761,Female,64
Player 877,90,31,17,13,0,25,45,221,Male,49
Player 878,534,362,246,151,0,283,700,2276,Female,29
Player 879,76,39,18,9,0,15,63,221,Female,47
Player 880,706,343,163,84,0,142,694,2132,Male,70
Player 881,49,10,20,9,0,18,53,158,Female,24
Player 882,67,31,23,11,0,20,43,195,Female,39
Player 883,94,29,12,10,0,21,71,236,Female,31
Player 884,141,0,0,0,0,0,0,141,Female,39
Player 885,424,221,182,118,0,85,313,1343,Male,28
Player 886,488,313,140,122,0,234,819,2117,Female,67
Player 887,1142,3404,4204,1009,0,0,0,9760,Female,48
Player 888,72,31,23,12,0,17,66,222,Male,43
Player 889,447,0,0,0,64,0,0,510,Male,61
Player 890,517,188,157,57,0,180,458,1558,Female,50
Player 891,83,28,22,12,0,15,32,191,Female,32
Player 892,528,360,267,45,0,215,536,1952,Female,51
Player 893,129,0,0,0,0,0,0,129,Male,60
Player 894,369,0,0,0,85,0,0,454,Male,44
Player 895,67,29,10,12,0,10,23,151,Female,37
Player 896,804,426,278,108,0,202,662,2479,Male,44
Player 897,88,0,0,0,0,0,0,88,Male,27
Player 898,102,29,23,10,0,16,50,231,Female,52
Player 899,336,0,0,0,62,0,0,399,Female,59
Player 900,0,292,0,0,0,0,0,292,Female,56
Player 901,0,631,0,0,0,0,0,631,Female,30
Player 902,487,0,0,0,148,0,0,634,Female,26
Player 903,428,0,0,0,82,0,0,509,Female,29
Player 904,1166,4084,2409,1373,0,0,0,9032,Male,30
Player 905,96,15,23,11,0,22,21,187,Male,69
Player 906,101,24,12,11,0,29,33,211,Female,45
Player 907,85,39,19,11,0,20,73,248,Male,62
Player 908,117,0,0,0,0,0,0,117,Female,51
Player 909,76,39,9,10,0,16,78,228,Male,48
Player 910,0,0,0,434,0,0,0,434,Male,67
Player 911,109,0,0,0,0,0,0,109,Male,61
Player 912,932,293,248,83,0,127,544,2226,Female,67
Player 913,609,262,175,64,0,146,589,1845,Female,50
Player 914,405,0,0,0,82,0,0,487,Female,59
Player 915,71,37,14,7,0,18,42,190,Female,48
Player 916,70,14,17,10,0,12,57,180,Male,42
Player 917,0,0,0,0,0,341,0,341,Male,49
Player 918,47,29,19,7,0,10,58,170,Female,25
Player 919,685,318,218,136,0,141,540,2038,Male,22
Player 920,481,0,0,0,50,0,0,531,Female,22
Player 921,46,32,17,5,0,16,30,147,Male,63
Player 922,0,395,0,0,0,0,0,395,Male,58
Player 923,803,319,266,111,0,177,475,2152,Female,22
Player 924,141,0,0,0,0,0,0,141,Male,69
Player 925,466,0,0,0,105,0,0,571,Male,31
Player 926,607,361,112,117,0,266,128,1591,Male,46
Player 927,105,0,0,0,0,0,0,105,Female,54
Player 928,254,0,0,0,135,0,0,389,Male,70
Player 929,317,0,0,0,91,0,0,408,Female,38
Player 930,35,28,12,4,0,22,50,151,Female,54
Player 931,109,22,16,9,0,34,57,247,Female,47
Player 932,680,339,106,84,0,209,403,1821,Female,39
Player 933,91,0,0,0,0,0,0,91,Male,58
Player 934,721,270,275,83,0,158,423,1930,Female,21
Player 935,91,37,28,7,0,15,49,228,Female,49
Player 936,75,47,29,7,0,20,55,232,Female,57
Player 937,25,33,10,9,0,16,59,153,Male,39
Player 938,955,307,169,97,0,224,345,2097,Female,55
Player 939,94,30,12,10,0,22,45,213,Male,30
Player 940,799,326,152,76,0,217,732,2303,Male,52
Player 941,269,0,0,0,0,0,0,269,Male,52
Player 942,76,0,0,0,0,0,0,76,Female,51
Player 943,98,41,18,4,0,22,44,226,Female,63
Player 944,0,374,0,0,0,0,0,374,Female,69
Player 945,509,0,0,0,0,0,0,509,Female,38
Player 946,47,34,18,15,0,21,67,202,Female,62
Player 947,535,2368,1777,1313,0,0,0,5993,Male,54
Player 948,1056,2139,3649,1282,0,0,0,8126,Male,65
Player 949,849,400,215,84,0,273,396,2217,Male,70
Player 950,803,254,246,129,0,263,678,2373,Male,45
Player 951,442,0,0,0,0,0,0,442,Male,64
Player 952,125,36,10,12,0,25,24,232,Male,60
Player 953,75,23,16,11,0,16,58,200,Male,53
Player 954,863,311,170,107,0,217,456,2124,Female,60
Player 955,73,44,23,15,0,19,45,220,Female,66
Player 956,0,0,0,0,0,0,466,466,Male,44
Player 957,70,32,20,7,0,12,70,212,Male,61
Player 958,27,43,18,15,0,28,42,174,Male,30
Player 959,59,15,24,13,0,30,67,207,Male,37
Player 960,0,0,0,437,0,0,0,437,Female,37
Player 961,110,0,0,0,0,0,0,110,Female,54
Player 962,415,0,0,0,119,0,0,534,Male,48
Player 963,71,23,27,8,0,16,51,197,Female,31
Player 964,98,25,10,3,0,20,46,202,Female,23
Player 965,406,365,166,68,0,188,393,1586,Female,57
Player 966,41,38,24,13,0,21,41,178,Female,26
Player 967,75,0,0,0,0,0,0,75,Male,39
Player 968,272,0,0,0,109,0,0,381,Female,58
Player 969,452,0,0,0,0,0,0,452,Female,22
Player 970,442,0,0,0,101,0,0,543,Female,60
Player 971,659,300,189,71,0,129,312,1661,Female,51
Player 972,584,0,0,0,0,0,0,584,Female,44
Player 973,347,0,0,0,0,0,0,347,Female,33
Player 974,58,20,22,6,0,16,16,137,Male,34
Player 975,505,0,0,0,81,0,0,586,Female,31
Player 976,104,0,0,0,0,0,0,104,Male,53
Player 977,155,0,0,0,0,0,0,155,Male,28
Player 978,63,38,21,5,0,18,63,208,Male,27
Player 979,65,17,21,13,0,22,62,201,Male,37
Player 980,43,24,18,11,0,32,54,181,Male,60
Player 981,74,28,33,9,0,8,39,192,Female,37
Player 982,320,511,260,87,0,154,573,1905,Male,59
Player 983,17,43,32,6,0,20,76,195,Female,42
Player 984,81,33,31,5,0,24,41,215,Male,32
Player 985,201,0,0,0,0,0,0,201,Female,48
Player 986,404,146,152,139,0,250,302,1393,Male,36
Player 987,105,22,13,9,0,23,45,217,Female,27
Player 988,79,40,17,9,0,14,61,219,Male,48
Player 989,622,0,0,0,0,0,0,622,Male,27
Player 990,95,14,21,12,0,26,50,218,Female,41
Player 991,69,35,12,9,0,24,31,179,Male,59
Player 992,480,0,0,0,102,0,0,582,Female,47
Player 993,140,0,0,0,0,0,0,140,Male,44
Player 994,79,26,13,10,0,20,28,177,Male,66
Player 995,0,732,0,0,0,0,0,732,Female,50
Player 996,98,23,10,12,0,20,53,215,Female,62
Player 997,51,32,28,15,0,20,49,194,Female,29
Player 998,295,0,0,0,111,0,0,406,Male,35
Player 999,161,0,0,0,0,0,0,161,Female,54
Player 1000,665,270,222,78,0,104,539,1879,Female,26
Player 1001,906,4464,5635,607,0,0,0,11612,Female,37
Player 1002,0,0,0,0,0,609,0,609,Female,53
Player 1003,1230,2004,4955,1278,0,0,0,9468,Female,30
Player 1004,1519,3002,4405,687,0,0,0,9613,Female,61
Player 1005,97,0,0,0,0,0,0,97,Male,60
