id,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp
Z65908,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,26,Married partner,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,,less1,1~3,1~3,1~3,less1,1,1,0,0,1
A65908,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,,1~3,1~3,4~8,1~3,less1,1,0,0,1,0
A66151,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,31,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$25000 - $37499,,never,never,1~3,never,never,1,1,0,0,1
A66583,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,41,Divorced,1,Bachelors degree,Sales & Related,$62500 - $74999,,never,never,4~8,1~3,never,1,0,0,1,0
A67306,Work,Alone,Rainy,55,7AM,Bar,1d,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,,1~3,4~8,4~8,4~8,1~3,1,1,1,0,1
A67456,No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,,never,never,less1,4~8,less1,1,1,0,0,1
A67607,Home,Alone,Rainy,55,6PM,Bar,1d,Female,50plus,Single,1,Some college - no degree,Unemployed,Less than $12500,,never,1~3,less1,1~3,less1,1,1,1,0,1
A67728,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Female,41,Married partner,1,Associates degree,Education&Training&Library,$62500 - $74999,,never,less1,less1,less1,less1,1,1,0,0,1
A68249,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,,4~8,1~3,4~8,1~3,less1,1,0,0,0,1
A68805,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,,never,1~3,1~3,4~8,1~3,1,1,0,0,1
A69601,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,21,Single,0,Bachelors degree,Student,$25000 - $37499,,never,never,less1,never,never,1,1,0,1,0
A70113,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,,never,4~8,4~8,gt8,4~8,1,0,0,0,1
A70127,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,,less1,1~3,4~8,4~8,1~3,1,0,0,1,0
A70233,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,less1,1~3,less1,1,0,0,0,1
A70805,Home,Partner,Rainy,55,6PM,Carry out & Take away,1d,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,,never,4~8,1~3,4~8,less1,1,0,0,1,0
A71341,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,,less1,gt8,4~8,1~3,1~3,1,0,0,0,1
A71500,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,never,never,1~3,never,never,1,0,0,0,1
A71523,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$12500 - $24999,,1~3,gt8,gt8,1~3,less1,1,0,0,0,1
A71606,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,,1~3,less1,less1,1~3,1~3,1,1,1,0,1
A71864,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Unmarried partner,1,Some college - no degree,Unemployed,$37500 - $49999,,never,never,,4~8,1~3,1,1,0,0,1
A72205,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,1~3,never,1,1,1,0,1
A72211,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,less1,less1,gt8,gt8,4~8,1,0,0,1,0
A72461,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,,never,1~3,4~8,1~3,never,1,0,0,1,0
A72660,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,,less1,4~8,4~8,1~3,less1,1,1,0,0,1
A72671,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,36,Divorced,1,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,,never,gt8,gt8,gt8,1~3,1,1,0,0,1
A73583,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Female,26,Married partner,0,Associates degree,Unemployed,$37500 - $49999,,less1,1~3,1~3,1~3,1~3,1,1,0,0,1
A74094,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Married partner,1,Some college - no degree,Student,$25000 - $37499,,never,gt8,1~3,gt8,1~3,1,0,0,0,1
A74499,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$37500 - $49999,,1~3,4~8,1~3,4~8,less1,1,0,0,0,1
A74795,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,46,Married partner,0,Bachelors degree,Construction & Extraction,$12500 - $24999,,1~3,4~8,4~8,1~3,less1,1,0,0,0,1
A75477,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,26,Single,1,High School Graduate,Unemployed,Less than $12500,,less1,less1,4~8,1~3,never,1,1,0,0,1
A75523,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,21,Married partner,0,Some college - no degree,Healthcare Support,$12500 - $24999,,less1,1~3,1~3,1~3,less1,1,0,0,0,1
A75909,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,,never,less1,1~3,1~3,1~3,1,1,0,0,1
A75993,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,gt8,4~8,less1,1,0,0,0,1
A76158,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,,1~3,1~3,4~8,1~3,less1,1,1,0,0,1
A76604,Home,Alone,Sunny,80,10PM,Bar,1d,Male,21,Single,0,High School Graduate,Student,$50000 - $62499,,never,1~3,gt8,4~8,never,1,1,0,1,0
A76997,Work,Alone,Rainy,55,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$50000 - $62499,,never,1~3,1~3,1~3,1~3,1,1,1,0,1
A77505,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,never,4~8,1~3,4~8,less1,1,1,0,0,1
A77921,No Urgent Place,Friend(s),Rainy,55,10AM,Carry out & Take away,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Unemployed,$12500 - $24999,,never,4~8,1~3,1~3,never,1,1,0,0,1
A78107,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,26,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,,1~3,gt8,4~8,1~3,less1,1,0,0,0,1
A78942,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,50plus,Married partner,1,Bachelors degree,Retired,$87500 - $99999,,never,never,less1,1~3,less1,1,0,0,0,1
A79934,Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Unemployed,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,0,1
A81119,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,,never,less1,less1,gt8,1~3,1,0,0,0,1
A81196,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,31,Single,0,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,,1~3,4~8,4~8,4~8,4~8,1,1,0,0,1
Z82212,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,,never,less1,1~3,4~8,4~8,1,1,0,0,1
A82324,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,less1,less1,gt8,gt8,4~8,1,0,0,1,0
A82371,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Female,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$62500 - $74999,,less1,less1,1~3,1~3,less1,1,0,0,0,1
A82399,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,46,Single,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,,never,never,gt8,4~8,less1,1,0,0,0,1
A82502,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,,1~3,never,1~3,1~3,less1,1,0,0,0,1
A83315,Work,Alone,Rainy,55,7AM,Bar,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,,less1,1~3,4~8,1~3,1,1,1,0,1
A83438,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,21,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$50000 - $62499,,never,never,1~3,less1,never,1,0,0,0,1
A83463,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,,never,less1,1~3,less1,less1,1,0,0,0,1
A83754,Home,Partner,Rainy,55,6PM,Coffee House,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,,less1,less1,4~8,1~3,less1,1,0,0,1,0
A83959,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,,1~3,4~8,,4~8,4~8,1,0,0,0,1
A84210,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,,never,never,4~8,4~8,never,1,0,0,1,0
A84380,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,,never,less1,1~3,1~3,1~3,1,0,0,1,0
A84405,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,21,Single,1,Bachelors degree,Student,$25000 - $37499,,4~8,4~8,4~8,1~3,never,1,1,0,0,1
A84618,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,,never,less1,gt8,4~8,less1,1,1,0,0,1
A84623,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,,less1,1~3,less1,1~3,less1,1,1,0,0,1
A84663,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,26,Unmarried partner,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,4~8,1~3,1,0,0,1,0
A84808,Home,Alone,Rainy,55,6PM,Bar,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,1,0,1
A85110,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,36,Married partner,1,Associates degree,Healthcare Practitioners & Technical,$75000 - $87499,,less1,never,4~8,1~3,less1,1,1,0,0,1
A85427,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,,1~3,gt8,4~8,1~3,less1,1,0,0,0,1
A86357,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,41,Married partner,1,Some college - no degree,Education&Training&Library,$100000 or More,,never,gt8,gt8,gt8,4~8,1,0,0,1,0
A86622,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,50plus,Unmarried partner,0,Bachelors degree,Retired,$100000 or More,,never,never,1~3,gt8,never,1,1,0,0,1
A86683,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,gt8,less1,1~3,never,1,1,0,0,1
A87199,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,,less1,gt8,4~8,1~3,1~3,1,0,0,1,0
A87218,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,,less1,never,less1,less1,less1,1,1,0,0,1
A87717,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,gt8,4~8,gt8,less1,1,1,0,0,1
A87979,Work,Alone,Snowy,30,7AM,Bar,1d,Male,31,Single,0,Associates degree,Unemployed,Less than $12500,,less1,less1,less1,1~3,less1,1,1,1,0,1
A88080,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,26,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,never,4~8,1~3,less1,1,1,0,0,1
A88584,Work,Alone,Sunny,30,7AM,Bar,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,1,0
A89265,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,,1~3,never,4~8,less1,less1,1,1,0,0,1
A89420,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,,less1,1~3,4~8,4~8,1~3,1,1,0,1,0
A90153,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,1~3,less1,1~3,4~8,1~3,1,0,0,0,1
A90329,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,,never,never,gt8,less1,less1,1,0,0,0,1
A90733,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,31,Single,0,Some college - no degree,Unemployed,$12500 - $24999,,1~3,less1,4~8,less1,never,1,0,0,0,1
A90881,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,,1~3,4~8,4~8,1~3,,1,1,0,0,1
A91095,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,,never,never,1~3,less1,less1,1,0,0,0,1
A91840,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,,never,less1,4~8,less1,less1,1,0,0,0,1
A92199,Home,Alone,Snowy,30,10PM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,,less1,gt8,gt8,gt8,less1,1,1,0,0,1
A92414,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,36,Divorced,1,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,,never,gt8,gt8,gt8,1~3,1,0,0,0,1
A92867,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,,less1,1~3,4~8,4~8,4~8,1,1,0,0,1
A92908,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,36,Divorced,1,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,,never,gt8,gt8,gt8,1~3,1,1,0,0,1
A93012,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,,never,never,1~3,less1,never,1,0,0,1,0
A93252,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,,less1,1~3,4~8,1~3,1,0,0,0,1
A93494,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,,never,4~8,1~3,4~8,less1,1,1,0,0,1
A93503,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Computer & Mathematical,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,1,0
A93619,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Married partner,0,Some college - no degree,Unemployed,$25000 - $37499,,never,never,1~3,4~8,never,1,1,0,0,1
A94163,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,0,0,0,1
A94761,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$50000 - $62499,,,1~3,4~8,1~3,1~3,1,1,0,0,1
A94822,Home,Partner,Rainy,55,6PM,Coffee House,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,,never,less1,1~3,1~3,never,1,0,0,1,0
A94911,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,50plus,Divorced,0,Graduate degree (Masters or Doctorate),Retired,$37500 - $49999,,never,never,4~8,1~3,never,1,1,0,0,1
A95262,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,,never,less1,1~3,less1,less1,1,0,0,0,1
A95437,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Unmarried partner,0,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,less1,4~8,1~3,,less1,1,1,0,0,1
A95818,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1
A95843,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Arts Design Entertainment Sports & Media,$37500 - $49999,,1~3,4~8,4~8,4~8,1~3,1,1,0,1,0
A96105,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,,never,never,1~3,1~3,less1,1,1,0,0,1
A97288,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,50plus,Married partner,1,Some college - no degree,Transportation & Material Moving,$75000 - $87499,,never,never,4~8,gt8,less1,1,1,0,0,1
A97501,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,36,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,,less1,never,4~8,4~8,never,1,0,0,1,0
A97928,Work,Alone,Sunny,30,7AM,Bar,1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,,never,less1,less1,less1,less1,1,1,0,1,0
A97979,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,0,1
A98021,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,,never,less1,4~8,less1,less1,1,1,0,0,1
A98539,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,31,Single,0,Graduate degree (Masters or Doctorate),Legal,$75000 - $87499,,gt8,4~8,4~8,4~8,4~8,1,1,0,1,0
A98592,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,never,4~8,1~3,4~8,less1,1,0,0,0,1
A99002,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Sales & Related,$37500 - $49999,,1~3,less1,4~8,4~8,less1,1,0,0,1,0
A99602,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,,never,4~8,4~8,4~8,less1,1,1,0,0,1
A99807,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,never,4~8,1~3,less1,1,1,0,0,1
A99814,No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,,never,less1,1~3,4~8,never,1,1,0,0,1
B00184,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,26,Single,0,Bachelors degree,Healthcare Practitioners & Technical,$37500 - $49999,,1~3,1~3,gt8,gt8,gt8,1,0,0,0,1
B00807,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$100000 or More,,less1,1~3,4~8,4~8,4~8,1,1,0,0,1
B01119,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Divorced,1,Bachelors degree,Retired,Less than $12500,,never,4~8,gt8,gt8,less1,1,0,0,0,1
B01246,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,26,Married partner,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,,never,less1,1~3,1~3,never,1,0,0,0,1
B01845,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Student,$50000 - $62499,,less1,never,4~8,less1,never,1,1,0,1,0
B01995,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,gt8,4~8,less1,1,1,0,0,1
B02057,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,,never,4~8,4~8,4~8,never,1,0,0,0,1
B02250,Home,Partner,Sunny,30,10PM,Bar,2h,Female,26,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,4~8,gt8,1~3,1~3,1~3,1,1,1,0,1
B02432,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,,never,1~3,1~3,1~3,less1,1,0,0,0,1
B02883,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,31,Single,0,Graduate degree (Masters or Doctorate),Legal,$75000 - $87499,,gt8,4~8,4~8,4~8,4~8,1,0,0,0,1
B02996,Work,Alone,Sunny,30,7AM,Bar,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,,less1,less1,4~8,1~3,less1,1,1,0,1,0
B03485,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,1,0
